[26752:5440:0308/174245.160:WARNING:chrome_main_delegate.cc(745)] This is Chrome version 128.0.6613.138 (not a warning)
[26752:5440:0308/174245.523:WARNING:account_consistency_mode_manager.cc(77)] Desktop Identity Consistency cannot be enabled as no OAuth client ID and client secret have been configured.
[27316:20400:0308/174255.062:WARNING:frame_impl.cc(430)] virtual CefFrameImpl::SendProcessMessage sent to detached frame 5-CACF0AC5EEE1BB08FFE9333288A1EF75 will be ignored
[26752:5440:0308/174512.182:ERROR:device_event_log_impl.cc(196)] [17:45:12.165] USB: usb_service_win.cc:105 SetupDiGetDeviceProperty({{A45C254E-DF1C-4EFD-8020-67D146A850E0}, 6}) failed: Element not found. (0x490)
[26752:25992:0308/183822.534:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=73})
[26752:25992:0308/183823.560:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=75})
[26752:25992:0308/183824.537:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=74})
[26752:25992:0308/183826.532:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=75})
[26752:25992:0308/183827.539:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=76})
[26752:25992:0308/183829.532:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=75})
[26752:25992:0308/183830.531:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=74})
[26752:25992:0308/183831.535:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=76})
[26752:25992:0308/183832.541:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=78})
[26752:25992:0308/183835.550:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=77})
[26752:25992:0308/183836.542:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=76})
[26752:25992:0308/183839.549:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=78})
[26752:25992:0308/183840.562:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=77})
[26752:25992:0308/183841.551:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=76})
[26752:25992:0308/183842.546:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=74})
[26752:25992:0308/183843.555:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=72})
[26752:25992:0308/183844.552:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=100})
[26752:25992:0308/183854.559:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=74})
[26752:25992:0308/183855.559:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=75})
[26752:25992:0308/183856.577:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=76})
[26752:25992:0308/183857.556:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=74})
[26752:25992:0308/183858.555:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=73})
[26752:25992:0308/183904.586:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=75})
[26752:25992:0308/183905.566:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=73})
[26752:25992:0308/183906.563:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=74})
[26752:25992:0308/183908.567:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=76})
[26752:25992:0308/183909.566:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=78})
[26752:25992:0308/183910.588:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=80})
[8352:15052:0308/183912.169:VERBOSE1:network_delegate.cc(36)] NetworkDelegate::NotifyBeforeURLRequest: https://optimizationguide-pa.googleapis.com/v1:GetModels?key=dummytoken
[8352:15052:0308/183912.185:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[8352:15052:0308/183912.186:VERBOSE1:tls_handshaker.cc(126)] TlsClient: SSL_do_handshake returned when entering early data. After retry, rv=-1, SSL_in_early_data=1
[8352:15052:0308/183912.209:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[8352:15052:0308/183912.209:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[8352:15052:0308/183912.209:VERBOSE1:tls_client_handshaker.cc(528)] Client: handshake finished
[26752:25992:0308/183912.579:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=78})
[26752:25992:0308/183913.575:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=79})
[26752:25992:0308/183914.579:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=77})
[26752:25992:0308/183915.590:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=79})
[26752:25992:0308/183916.572:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=78})
[26752:25992:0308/183918.570:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=79})
[26752:25992:0308/183919.574:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053AC044DAD40}, {new_limit=78})
